location,level,Cluster,Code,Concate,min,mid,max
Barcelona,L1,IT-Support,ITS-000,BarcelonaIT-SupportL1,37700,43400,49000
Barcelona,L2,IT-Support,ITS-000,BarcelonaIT-SupportL2,55500,63800,72100
Barcelona,L3,IT-Support,ITS-000,BarcelonaIT-SupportL3,70500,81100,91700
Barcelona,L4,IT-Support,ITS-000,BarcelonaIT-SupportL4,80700,92800,104900
Barcelona,L5,IT-Support,ITS-000,BarcelonaIT-SupportL5,120500,138600,156700
Barcelona,L6,IT-Support,ITS-000,BarcelonaIT-SupportL6,141400,162700,183900
Barcelona,L7,IT-Support,ITS-000,BarcelonaIT-SupportL7,195800,225100,254500
Warsaw,L1,IT-Support,ITS-000,WarsawIT-SupportL1,41900,48200,54500
Warsaw,L2,IT-Support,ITS-000,WarsawIT-SupportL2,51400,59200,66900
Warsaw,L3,IT-Support,ITS-000,WarsawIT-SupportL3,72200,83000,93800
Warsaw,L4,IT-Support,ITS-000,WarsawIT-SupportL4,89800,103300,116800
Warsaw,L5,IT-Support,ITS-000,WarsawIT-SupportL5,122300,140700,159000
Warsaw,L6,IT-Support,ITS-000,WarsawIT-SupportL6,149400,171800,194200
Warsaw,L7,IT-Support,ITS-000,WarsawIT-SupportL7,191500,220200,248900
Berlin,L1,IT-Support,ITS-000,BerlinIT-SupportL1,38600,44400,50200
Berlin,L2,IT-Support,ITS-000,BerlinIT-SupportL2,50300,57900,65400
Berlin,L3,IT-Support,ITS-000,BerlinIT-SupportL3,74700,85900,97100
Berlin,L4,IT-Support,ITS-000,BerlinIT-SupportL4,88400,101600,114900
Berlin,L5,IT-Support,ITS-000,BerlinIT-SupportL5,127000,146000,165100
Berlin,L6,IT-Support,ITS-000,BerlinIT-SupportL6,141600,162800,184100
Berlin,L7,IT-Support,ITS-000,BerlinIT-SupportL7,198600,228400,258200
Vienna,L1,IT-Support,ITS-000,ViennaIT-SupportL1,37500,43100,48700
Vienna,L2,IT-Support,ITS-000,ViennaIT-SupportL2,55200,63500,71800
Vienna,L3,IT-Support,ITS-000,ViennaIT-SupportL3,67200,77200,87300
Vienna,L4,IT-Support,ITS-000,ViennaIT-SupportL4,87100,100200,113200
Vienna,L5,IT-Support,ITS-000,ViennaIT-SupportL5,121600,139800,158100
Vienna,L6,IT-Support,ITS-000,ViennaIT-SupportL6,140700,161800,182900
Vienna,L7,IT-Support,ITS-000,ViennaIT-SupportL7,192200,221000,249800
Hamburg,L1,IT-Support,ITS-000,HamburgIT-SupportL1,36400,41800,47300
Hamburg,L2,IT-Support,ITS-000,HamburgIT-SupportL2,50600,58100,65700
Hamburg,L3,IT-Support,ITS-000,HamburgIT-SupportL3,68700,79000,89300
Hamburg,L4,IT-Support,ITS-000,HamburgIT-SupportL4,80800,92900,105000
Hamburg,L5,IT-Support,ITS-000,HamburgIT-SupportL5,117900,135600,153300
Hamburg,L6,IT-Support,ITS-000,HamburgIT-SupportL6,169200,194600,220000
Hamburg,L7,IT-Support,ITS-000,HamburgIT-SupportL7,170200,195700,221300
Munich,L1,IT-Support,ITS-000,MunichIT-SupportL1,38700,44500,50300
Munich,L2,IT-Support,ITS-000,MunichIT-SupportL2,55000,63300,71600
Munich,L3,IT-Support,ITS-000,MunichIT-SupportL3,69000,79300,89700
Munich,L4,IT-Support,ITS-000,MunichIT-SupportL4,80700,92800,104900
Munich,L5,IT-Support,ITS-000,MunichIT-SupportL5,112500,129400,146200
Munich,L6,IT-Support,ITS-000,MunichIT-SupportL6,146700,168700,190700
Munich,L7,IT-Support,ITS-000,MunichIT-SupportL7,178400,205100,231900
Frankfurt,L1,IT-Support,ITS-000,FrankfurtIT-SupportL1,35700,41000,46400
Frankfurt,L2,IT-Support,ITS-000,FrankfurtIT-SupportL2,57800,66400,75100
Frankfurt,L3,IT-Support,ITS-000,FrankfurtIT-SupportL3,69700,80200,90700
Frankfurt,L4,IT-Support,ITS-000,FrankfurtIT-SupportL4,85600,98400,111200
Frankfurt,L5,IT-Support,ITS-000,FrankfurtIT-SupportL5,129300,148700,168100
Frankfurt,L6,IT-Support,ITS-000,FrankfurtIT-SupportL6,147900,170100,192300
Frankfurt,L7,IT-Support,ITS-000,FrankfurtIT-SupportL7,181700,209000,236200
Stuttgart,L1,IT-Support,ITS-000,StuttgartIT-SupportL1,37200,42800,48400
Stuttgart,L2,IT-Support,ITS-000,StuttgartIT-SupportL2,58000,66700,75400
Stuttgart,L3,IT-Support,ITS-000,StuttgartIT-SupportL3,65100,74900,84700
Stuttgart,L4,IT-Support,ITS-000,StuttgartIT-SupportL4,86200,99100,112000
Stuttgart,L5,IT-Support,ITS-000,StuttgartIT-SupportL5,127100,146100,165200
Stuttgart,L6,IT-Support,ITS-000,StuttgartIT-SupportL6,168600,193900,219200
Stuttgart,L7,IT-Support,ITS-000,StuttgartIT-SupportL7,180200,207300,234300
Nuremberg,L1,IT-Support,ITS-000,NurembergIT-SupportL1,39100,45000,50900
Nuremberg,L2,IT-Support,ITS-000,NurembergIT-SupportL2,54600,62800,71000
Nuremberg,L3,IT-Support,ITS-000,NurembergIT-SupportL3,71500,82200,93000
Nuremberg,L4,IT-Support,ITS-000,NurembergIT-SupportL4,88800,102200,115500
Nuremberg,L5,IT-Support,ITS-000,NurembergIT-SupportL5,128600,147900,167200
Nuremberg,L6,IT-Support,ITS-000,NurembergIT-SupportL6,143900,165400,187000
Nuremberg,L7,IT-Support,ITS-000,NurembergIT-SupportL7,173500,199500,225500
Madrid,L1,IT-Support,ITS-000,MadridIT-SupportL1,39300,45200,51100
Madrid,L2,IT-Support,ITS-000,MadridIT-SupportL2,50500,58100,65700
Madrid,L3,IT-Support,ITS-000,MadridIT-SupportL3,67400,77500,87600
Madrid,L4,IT-Support,ITS-000,MadridIT-SupportL4,88400,101700,115000
Madrid,L5,IT-Support,ITS-000,MadridIT-SupportL5,123400,141900,160400
Madrid,L6,IT-Support,ITS-000,MadridIT-SupportL6,153500,176500,199600
Madrid,L7,IT-Support,ITS-000,MadridIT-SupportL7,183100,210500,238000
Milan,L1,IT-Support,ITS-000,MilanIT-SupportL1,40400,46400,52500
Milan,L2,IT-Support,ITS-000,MilanIT-SupportL2,54300,62500,70600
Milan,L3,IT-Support,ITS-000,MilanIT-SupportL3,72600,83500,94400
Milan,L4,IT-Support,ITS-000,MilanIT-SupportL4,84100,96700,109300
Milan,L5,IT-Support,ITS-000,MilanIT-SupportL5,128000,147200,166400
Milan,L6,IT-Support,ITS-000,MilanIT-SupportL6,160600,184700,208800
Milan,L7,IT-Support,ITS-000,MilanIT-SupportL7,181000,208200,235300
Paris,L1,IT-Support,ITS-000,ParisIT-SupportL1,40400,46500,52500
Paris,L2,IT-Support,ITS-000,ParisIT-SupportL2,57600,66300,74900
Paris,L3,IT-Support,ITS-000,ParisIT-SupportL3,74600,85800,97000
Paris,L4,IT-Support,ITS-000,ParisIT-SupportL4,89800,103300,116800
Paris,L5,IT-Support,ITS-000,ParisIT-SupportL5,118200,136000,153700
Paris,L6,IT-Support,ITS-000,ParisIT-SupportL6,166000,190900,215800
Paris,L7,IT-Support,ITS-000,ParisIT-SupportL7,170200,195800,221300
Amstandarm,L1,IT-Support,ITS-000,AmstandarmIT-SupportL1,39300,45100,51000
Amstandarm,L2,IT-Support,ITS-000,AmstandarmIT-SupportL2,55400,63700,72000
Amstandarm,L3,IT-Support,ITS-000,AmstandarmIT-SupportL3,71900,82700,93500
Amstandarm,L4,IT-Support,ITS-000,AmstandarmIT-SupportL4,87200,100300,113400
Amstandarm,L5,IT-Support,ITS-000,AmstandarmIT-SupportL5,114400,131600,148700
Amstandarm,L6,IT-Support,ITS-000,AmstandarmIT-SupportL6,163700,188200,212800
Amstandarm,L7,IT-Support,ITS-000,AmstandarmIT-SupportL7,174800,201000,227200
Barcelona,L1,Data-Science,DAT-000,BarcelonaData-ScienceL1,35700,41100,46400
Barcelona,L2,Data-Science,DAT-000,BarcelonaData-ScienceL2,52600,60500,68400
Barcelona,L3,Data-Science,DAT-000,BarcelonaData-ScienceL3,71900,82600,93400
Barcelona,L4,Data-Science,DAT-000,BarcelonaData-ScienceL4,87400,100500,113600
Barcelona,L5,Data-Science,DAT-000,BarcelonaData-ScienceL5,120900,139000,157200
Barcelona,L6,Data-Science,DAT-000,BarcelonaData-ScienceL6,142800,164200,185600
Barcelona,L7,Data-Science,DAT-000,BarcelonaData-ScienceL7,191900,220600,249400
Warsaw,L1,Data-Science,DAT-000,WarsawData-ScienceL1,39900,45900,51900
Warsaw,L2,Data-Science,DAT-000,WarsawData-ScienceL2,55900,64300,72700
Warsaw,L3,Data-Science,DAT-000,WarsawData-ScienceL3,70400,80900,91500
Warsaw,L4,Data-Science,DAT-000,WarsawData-ScienceL4,89000,102300,115600
Warsaw,L5,Data-Science,DAT-000,WarsawData-ScienceL5,116800,134300,151800
Warsaw,L6,Data-Science,DAT-000,WarsawData-ScienceL6,145700,167500,189400
Warsaw,L7,Data-Science,DAT-000,WarsawData-ScienceL7,198100,227800,257500
Berlin,L1,Data-Science,DAT-000,BerlinData-ScienceL1,36400,41900,47300
Berlin,L2,Data-Science,DAT-000,BerlinData-ScienceL2,52900,60800,68700
Berlin,L3,Data-Science,DAT-000,BerlinData-ScienceL3,68800,79100,89500
Berlin,L4,Data-Science,DAT-000,BerlinData-ScienceL4,89100,102500,115800
Berlin,L5,Data-Science,DAT-000,BerlinData-ScienceL5,121700,140000,158200
Berlin,L6,Data-Science,DAT-000,BerlinData-ScienceL6,147200,169300,191400
Berlin,L7,Data-Science,DAT-000,BerlinData-ScienceL7,190000,218500,246900
Vienna,L1,Data-Science,DAT-000,ViennaData-ScienceL1,40800,46900,53000
Vienna,L2,Data-Science,DAT-000,ViennaData-ScienceL2,54600,62800,71000
Vienna,L3,Data-Science,DAT-000,ViennaData-ScienceL3,65500,75400,85200
Vienna,L4,Data-Science,DAT-000,ViennaData-ScienceL4,84600,97300,110000
Vienna,L5,Data-Science,DAT-000,ViennaData-ScienceL5,120900,139000,157100
Vienna,L6,Data-Science,DAT-000,ViennaData-ScienceL6,166800,191800,216800
Vienna,L7,Data-Science,DAT-000,ViennaData-ScienceL7,196300,225700,255200
Hamburg,L1,Data-Science,DAT-000,HamburgData-ScienceL1,35500,40800,46100
Hamburg,L2,Data-Science,DAT-000,HamburgData-ScienceL2,51500,59300,67000
Hamburg,L3,Data-Science,DAT-000,HamburgData-ScienceL3,66100,76000,85900
Hamburg,L4,Data-Science,DAT-000,HamburgData-ScienceL4,82400,94700,107100
Hamburg,L5,Data-Science,DAT-000,HamburgData-ScienceL5,125500,144400,163200
Hamburg,L6,Data-Science,DAT-000,HamburgData-ScienceL6,161800,186100,210300
Hamburg,L7,Data-Science,DAT-000,HamburgData-ScienceL7,184500,212100,239800
Munich,L1,Data-Science,DAT-000,MunichData-ScienceL1,40800,46900,53000
Munich,L2,Data-Science,DAT-000,MunichData-ScienceL2,51800,59500,67300
Munich,L3,Data-Science,DAT-000,MunichData-ScienceL3,66100,76000,86000
Munich,L4,Data-Science,DAT-000,MunichData-ScienceL4,83200,95700,108200
Munich,L5,Data-Science,DAT-000,MunichData-ScienceL5,121200,139400,157500
Munich,L6,Data-Science,DAT-000,MunichData-ScienceL6,159300,183200,207100
Munich,L7,Data-Science,DAT-000,MunichData-ScienceL7,198100,227800,257500
Frankfurt,L1,Data-Science,DAT-000,FrankfurtData-ScienceL1,43900,50500,57100
Frankfurt,L2,Data-Science,DAT-000,FrankfurtData-ScienceL2,53700,61700,69800
Frankfurt,L3,Data-Science,DAT-000,FrankfurtData-ScienceL3,73100,84100,95100
Frankfurt,L4,Data-Science,DAT-000,FrankfurtData-ScienceL4,89600,103000,116500
Frankfurt,L5,Data-Science,DAT-000,FrankfurtData-ScienceL5,125900,144800,163700
Frankfurt,L6,Data-Science,DAT-000,FrankfurtData-ScienceL6,165300,190100,214900
Frankfurt,L7,Data-Science,DAT-000,FrankfurtData-ScienceL7,186600,214600,242600
Stuttgart,L1,Data-Science,DAT-000,StuttgartData-ScienceL1,45000,51700,58500
Stuttgart,L2,Data-Science,DAT-000,StuttgartData-ScienceL2,56700,65200,73700
Stuttgart,L3,Data-Science,DAT-000,StuttgartData-ScienceL3,72400,83300,94200
Stuttgart,L4,Data-Science,DAT-000,StuttgartData-ScienceL4,84400,97100,109700
Stuttgart,L5,Data-Science,DAT-000,StuttgartData-ScienceL5,121600,139900,158100
Stuttgart,L6,Data-Science,DAT-000,StuttgartData-ScienceL6,150000,172600,195100
Stuttgart,L7,Data-Science,DAT-000,StuttgartData-ScienceL7,195300,224600,253900
Nuremberg,L1,Data-Science,DAT-000,NurembergData-ScienceL1,43100,49600,56000
Nuremberg,L2,Data-Science,DAT-000,NurembergData-ScienceL2,53000,61000,68900
Nuremberg,L3,Data-Science,DAT-000,NurembergData-ScienceL3,71300,82000,92700
Nuremberg,L4,Data-Science,DAT-000,NurembergData-ScienceL4,89400,102800,116200
Nuremberg,L5,Data-Science,DAT-000,NurembergData-ScienceL5,115500,132800,150100
Nuremberg,L6,Data-Science,DAT-000,NurembergData-ScienceL6,170000,195500,221000
Nuremberg,L7,Data-Science,DAT-000,NurembergData-ScienceL7,174600,200800,227000
Madrid,L1,Data-Science,DAT-000,MadridData-ScienceL1,40600,46600,52700
Madrid,L2,Data-Science,DAT-000,MadridData-ScienceL2,52800,60700,68700
Madrid,L3,Data-Science,DAT-000,MadridData-ScienceL3,72200,83000,93900
Madrid,L4,Data-Science,DAT-000,MadridData-ScienceL4,84600,97300,110000
Madrid,L5,Data-Science,DAT-000,MadridData-ScienceL5,126200,145200,164100
Madrid,L6,Data-Science,DAT-000,MadridData-ScienceL6,169800,195200,220700
Madrid,L7,Data-Science,DAT-000,MadridData-ScienceL7,171600,197300,223100
Milan,L1,Data-Science,DAT-000,MilanData-ScienceL1,42900,49400,55800
Milan,L2,Data-Science,DAT-000,MilanData-ScienceL2,59900,68900,77900
Milan,L3,Data-Science,DAT-000,MilanData-ScienceL3,68300,78600,88800
Milan,L4,Data-Science,DAT-000,MilanData-ScienceL4,89100,102500,115800
Milan,L5,Data-Science,DAT-000,MilanData-ScienceL5,112500,129400,146300
Milan,L6,Data-Science,DAT-000,MilanData-ScienceL6,146400,168300,190300
Milan,L7,Data-Science,DAT-000,MilanData-ScienceL7,180200,207300,234300
Paris,L1,Data-Science,DAT-000,ParisData-ScienceL1,36300,41700,47200
Paris,L2,Data-Science,DAT-000,ParisData-ScienceL2,53400,61400,69500
Paris,L3,Data-Science,DAT-000,ParisData-ScienceL3,68600,78900,89100
Paris,L4,Data-Science,DAT-000,ParisData-ScienceL4,83200,95700,108100
Paris,L5,Data-Science,DAT-000,ParisData-ScienceL5,118200,135900,153600
Paris,L6,Data-Science,DAT-000,ParisData-ScienceL6,165200,190000,214700
Paris,L7,Data-Science,DAT-000,ParisData-ScienceL7,171400,197100,222800
Amstandarm,L1,Data-Science,DAT-000,AmstandarmData-ScienceL1,36000,41400,46800
Amstandarm,L2,Data-Science,DAT-000,AmstandarmData-ScienceL2,54000,62100,70200
Amstandarm,L3,Data-Science,DAT-000,AmstandarmData-ScienceL3,73400,84400,95400
Amstandarm,L4,Data-Science,DAT-000,AmstandarmData-ScienceL4,81300,93500,105700
Amstandarm,L5,Data-Science,DAT-000,AmstandarmData-ScienceL5,122500,140800,159200
Amstandarm,L6,Data-Science,DAT-000,AmstandarmData-ScienceL6,151900,174600,197400
Amstandarm,L7,Data-Science,DAT-000,AmstandarmData-ScienceL7,172500,198400,224300
Barcelona,L1,Data-Analysis,DAA-000,BarcelonaData-AnalysisL1,36200,41700,47100
Barcelona,L2,Data-Analysis,DAA-000,BarcelonaData-AnalysisL2,57800,66400,75100
Barcelona,L3,Data-Analysis,DAA-000,BarcelonaData-AnalysisL3,73200,84100,95100
Barcelona,L4,Data-Analysis,DAA-000,BarcelonaData-AnalysisL4,86600,99600,112600
Barcelona,L5,Data-Analysis,DAA-000,BarcelonaData-AnalysisL5,126700,145700,164700
Barcelona,L6,Data-Analysis,DAA-000,BarcelonaData-AnalysisL6,145700,167600,189400
Barcelona,L7,Data-Analysis,DAA-000,BarcelonaData-AnalysisL7,180200,207300,234300
Warsaw,L1,Data-Analysis,DAA-000,WarsawData-AnalysisL1,39400,45300,51200
Warsaw,L2,Data-Analysis,DAA-000,WarsawData-AnalysisL2,59500,68500,77400
Warsaw,L3,Data-Analysis,DAA-000,WarsawData-AnalysisL3,69100,79500,89900
Warsaw,L4,Data-Analysis,DAA-000,WarsawData-AnalysisL4,85300,98100,110900
Warsaw,L5,Data-Analysis,DAA-000,WarsawData-AnalysisL5,111700,128400,145200
Warsaw,L6,Data-Analysis,DAA-000,WarsawData-AnalysisL6,164100,188700,213400
Warsaw,L7,Data-Analysis,DAA-000,WarsawData-AnalysisL7,171700,197500,223200
Berlin,L1,Data-Analysis,DAA-000,BerlinData-AnalysisL1,37700,43400,49000
Berlin,L2,Data-Analysis,DAA-000,BerlinData-AnalysisL2,50700,58300,65800
Berlin,L3,Data-Analysis,DAA-000,BerlinData-AnalysisL3,70500,81000,91600
Berlin,L4,Data-Analysis,DAA-000,BerlinData-AnalysisL4,86300,99300,112200
Berlin,L5,Data-Analysis,DAA-000,BerlinData-AnalysisL5,125100,143900,162700
Berlin,L6,Data-Analysis,DAA-000,BerlinData-AnalysisL6,157800,181500,205100
Berlin,L7,Data-Analysis,DAA-000,BerlinData-AnalysisL7,197600,227200,256800
Vienna,L1,Data-Analysis,DAA-000,ViennaData-AnalysisL1,42700,49100,55500
Vienna,L2,Data-Analysis,DAA-000,ViennaData-AnalysisL2,55600,63900,72200
Vienna,L3,Data-Analysis,DAA-000,ViennaData-AnalysisL3,69300,79700,90100
Vienna,L4,Data-Analysis,DAA-000,ViennaData-AnalysisL4,82400,94700,107100
Vienna,L5,Data-Analysis,DAA-000,ViennaData-AnalysisL5,112900,129900,146800
Vienna,L6,Data-Analysis,DAA-000,ViennaData-AnalysisL6,140300,161400,182400
Vienna,L7,Data-Analysis,DAA-000,ViennaData-AnalysisL7,173000,199000,225000
Hamburg,L1,Data-Analysis,DAA-000,HamburgData-AnalysisL1,37900,43600,49300
Hamburg,L2,Data-Analysis,DAA-000,HamburgData-AnalysisL2,53600,61700,69700
Hamburg,L3,Data-Analysis,DAA-000,HamburgData-AnalysisL3,65500,75300,85100
Hamburg,L4,Data-Analysis,DAA-000,HamburgData-AnalysisL4,80900,93000,105200
Hamburg,L5,Data-Analysis,DAA-000,HamburgData-AnalysisL5,121500,139800,158000
Hamburg,L6,Data-Analysis,DAA-000,HamburgData-AnalysisL6,161700,185900,210200
Hamburg,L7,Data-Analysis,DAA-000,HamburgData-AnalysisL7,190000,218500,247000
Munich,L1,Data-Analysis,DAA-000,MunichData-AnalysisL1,43600,50100,56600
Munich,L2,Data-Analysis,DAA-000,MunichData-AnalysisL2,55800,64200,72500
Munich,L3,Data-Analysis,DAA-000,MunichData-AnalysisL3,66300,76200,86200
Munich,L4,Data-Analysis,DAA-000,MunichData-AnalysisL4,87400,100500,113600
Munich,L5,Data-Analysis,DAA-000,MunichData-AnalysisL5,125200,144000,162800
Munich,L6,Data-Analysis,DAA-000,MunichData-AnalysisL6,140900,162000,183200
Munich,L7,Data-Analysis,DAA-000,MunichData-AnalysisL7,172000,197800,223600
Frankfurt,L1,Data-Analysis,DAA-000,FrankfurtData-AnalysisL1,42500,48900,55200
Frankfurt,L2,Data-Analysis,DAA-000,FrankfurtData-AnalysisL2,54400,62600,70700
Frankfurt,L3,Data-Analysis,DAA-000,FrankfurtData-AnalysisL3,66300,76300,86200
Frankfurt,L4,Data-Analysis,DAA-000,FrankfurtData-AnalysisL4,87300,100400,113500
Frankfurt,L5,Data-Analysis,DAA-000,FrankfurtData-AnalysisL5,124000,142600,161200
Frankfurt,L6,Data-Analysis,DAA-000,FrankfurtData-AnalysisL6,143300,164700,186200
Frankfurt,L7,Data-Analysis,DAA-000,FrankfurtData-AnalysisL7,194400,223600,252700
Stuttgart,L1,Data-Analysis,DAA-000,StuttgartData-AnalysisL1,39100,44900,50800
Stuttgart,L2,Data-Analysis,DAA-000,StuttgartData-AnalysisL2,53100,61100,69100
Stuttgart,L3,Data-Analysis,DAA-000,StuttgartData-AnalysisL3,73400,84400,95400
Stuttgart,L4,Data-Analysis,DAA-000,StuttgartData-AnalysisL4,86300,99300,112200
Stuttgart,L5,Data-Analysis,DAA-000,StuttgartData-AnalysisL5,121800,140100,158300
Stuttgart,L6,Data-Analysis,DAA-000,StuttgartData-AnalysisL6,154600,177800,201000
Stuttgart,L7,Data-Analysis,DAA-000,StuttgartData-AnalysisL7,189800,218200,246700
Nuremberg,L1,Data-Analysis,DAA-000,NurembergData-AnalysisL1,41100,47200,53400
Nuremberg,L2,Data-Analysis,DAA-000,NurembergData-AnalysisL2,58700,67600,76400
Nuremberg,L3,Data-Analysis,DAA-000,NurembergData-AnalysisL3,66900,76900,86900
Nuremberg,L4,Data-Analysis,DAA-000,NurembergData-AnalysisL4,88500,101800,115100
Nuremberg,L5,Data-Analysis,DAA-000,NurembergData-AnalysisL5,111800,128600,145400
Nuremberg,L6,Data-Analysis,DAA-000,NurembergData-AnalysisL6,155300,178600,201900
Nuremberg,L7,Data-Analysis,DAA-000,NurembergData-AnalysisL7,177800,204400,231100
Madrid,L1,Data-Analysis,DAA-000,MadridData-AnalysisL1,41000,47200,53300
Madrid,L2,Data-Analysis,DAA-000,MadridData-AnalysisL2,57800,66400,75100
Madrid,L3,Data-Analysis,DAA-000,MadridData-AnalysisL3,68200,78400,88600
Madrid,L4,Data-Analysis,DAA-000,MadridData-AnalysisL4,80800,92900,105000
Madrid,L5,Data-Analysis,DAA-000,MadridData-AnalysisL5,125800,144700,163600
Madrid,L6,Data-Analysis,DAA-000,MadridData-AnalysisL6,169500,194900,220300
Madrid,L7,Data-Analysis,DAA-000,MadridData-AnalysisL7,187000,215000,243100
Milan,L1,Data-Analysis,DAA-000,MilanData-AnalysisL1,36100,41500,46900
Milan,L2,Data-Analysis,DAA-000,MilanData-AnalysisL2,52700,60500,68400
Milan,L3,Data-Analysis,DAA-000,MilanData-AnalysisL3,69700,80200,90700
Milan,L4,Data-Analysis,DAA-000,MilanData-AnalysisL4,81900,94200,106500
Milan,L5,Data-Analysis,DAA-000,MilanData-AnalysisL5,119800,137800,155800
Milan,L6,Data-Analysis,DAA-000,MilanData-AnalysisL6,163700,188300,212800
Milan,L7,Data-Analysis,DAA-000,MilanData-AnalysisL7,170300,195800,221300
Paris,L1,Data-Analysis,DAA-000,ParisData-AnalysisL1,44000,50600,57100
Paris,L2,Data-Analysis,DAA-000,ParisData-AnalysisL2,51000,58700,66300
Paris,L3,Data-Analysis,DAA-000,ParisData-AnalysisL3,72800,83700,94600
Paris,L4,Data-Analysis,DAA-000,ParisData-AnalysisL4,84600,97300,109900
Paris,L5,Data-Analysis,DAA-000,ParisData-AnalysisL5,123400,141900,160400
Paris,L6,Data-Analysis,DAA-000,ParisData-AnalysisL6,150600,173200,195800
Paris,L7,Data-Analysis,DAA-000,ParisData-AnalysisL7,183500,211000,238500
Amstandarm,L1,Data-Analysis,DAA-000,AmstandarmData-AnalysisL1,37800,43400,49100
Amstandarm,L2,Data-Analysis,DAA-000,AmstandarmData-AnalysisL2,52000,59800,67600
Amstandarm,L3,Data-Analysis,DAA-000,AmstandarmData-AnalysisL3,67300,77400,87400
Amstandarm,L4,Data-Analysis,DAA-000,AmstandarmData-AnalysisL4,82300,94700,107000
Amstandarm,L5,Data-Analysis,DAA-000,AmstandarmData-AnalysisL5,113000,130000,147000
Amstandarm,L6,Data-Analysis,DAA-000,AmstandarmData-AnalysisL6,159100,183000,206800
Amstandarm,L7,Data-Analysis,DAA-000,AmstandarmData-AnalysisL7,197800,227400,257100
Barcelona,L1,Machine-Learning-Engineer,MLE-000,BarcelonaMachine-Learning-EngineerL1,38600,44400,50200
Barcelona,L2,Machine-Learning-Engineer,MLE-000,BarcelonaMachine-Learning-EngineerL2,56400,64900,73400
Barcelona,L3,Machine-Learning-Engineer,MLE-000,BarcelonaMachine-Learning-EngineerL3,74800,86000,97300
Barcelona,L4,Machine-Learning-Engineer,MLE-000,BarcelonaMachine-Learning-EngineerL4,82800,95300,107700
Barcelona,L5,Machine-Learning-Engineer,MLE-000,BarcelonaMachine-Learning-EngineerL5,121900,140200,158400
Barcelona,L6,Machine-Learning-Engineer,MLE-000,BarcelonaMachine-Learning-EngineerL6,150900,173500,196100
Barcelona,L7,Machine-Learning-Engineer,MLE-000,BarcelonaMachine-Learning-EngineerL7,177800,204500,231100
Warsaw,L1,Machine-Learning-Engineer,MLE-000,WarsawMachine-Learning-EngineerL1,42500,48800,55200
Warsaw,L2,Machine-Learning-Engineer,MLE-000,WarsawMachine-Learning-EngineerL2,57400,66000,74600
Warsaw,L3,Machine-Learning-Engineer,MLE-000,WarsawMachine-Learning-EngineerL3,69500,79900,90300
Warsaw,L4,Machine-Learning-Engineer,MLE-000,WarsawMachine-Learning-EngineerL4,84000,96600,109200
Warsaw,L5,Machine-Learning-Engineer,MLE-000,WarsawMachine-Learning-EngineerL5,128400,147700,166900
Warsaw,L6,Machine-Learning-Engineer,MLE-000,WarsawMachine-Learning-EngineerL6,142100,163400,184700
Warsaw,L7,Machine-Learning-Engineer,MLE-000,WarsawMachine-Learning-EngineerL7,198600,228400,258200
Berlin,L1,Machine-Learning-Engineer,MLE-000,BerlinMachine-Learning-EngineerL1,42600,49000,55300
Berlin,L2,Machine-Learning-Engineer,MLE-000,BerlinMachine-Learning-EngineerL2,57400,66000,74600
Berlin,L3,Machine-Learning-Engineer,MLE-000,BerlinMachine-Learning-EngineerL3,72300,83200,94000
Berlin,L4,Machine-Learning-Engineer,MLE-000,BerlinMachine-Learning-EngineerL4,81200,93300,105500
Berlin,L5,Machine-Learning-Engineer,MLE-000,BerlinMachine-Learning-EngineerL5,111800,128600,145400
Berlin,L6,Machine-Learning-Engineer,MLE-000,BerlinMachine-Learning-EngineerL6,164300,189000,213600
Berlin,L7,Machine-Learning-Engineer,MLE-000,BerlinMachine-Learning-EngineerL7,172700,198600,224400
Vienna,L1,Machine-Learning-Engineer,MLE-000,ViennaMachine-Learning-EngineerL1,43000,49400,55900
Vienna,L2,Machine-Learning-Engineer,MLE-000,ViennaMachine-Learning-EngineerL2,55700,64100,72500
Vienna,L3,Machine-Learning-Engineer,MLE-000,ViennaMachine-Learning-EngineerL3,70600,81100,91700
Vienna,L4,Machine-Learning-Engineer,MLE-000,ViennaMachine-Learning-EngineerL4,84800,97500,110300
Vienna,L5,Machine-Learning-Engineer,MLE-000,ViennaMachine-Learning-EngineerL5,126100,145000,163900
Vienna,L6,Machine-Learning-Engineer,MLE-000,ViennaMachine-Learning-EngineerL6,152700,175600,198500
Vienna,L7,Machine-Learning-Engineer,MLE-000,ViennaMachine-Learning-EngineerL7,172300,198100,224000
Hamburg,L1,Machine-Learning-Engineer,MLE-000,HamburgMachine-Learning-EngineerL1,40800,46900,53000
Hamburg,L2,Machine-Learning-Engineer,MLE-000,HamburgMachine-Learning-EngineerL2,59500,68400,77300
Hamburg,L3,Machine-Learning-Engineer,MLE-000,HamburgMachine-Learning-EngineerL3,65900,75800,85700
Hamburg,L4,Machine-Learning-Engineer,MLE-000,HamburgMachine-Learning-EngineerL4,87100,100100,113200
Hamburg,L5,Machine-Learning-Engineer,MLE-000,HamburgMachine-Learning-EngineerL5,112700,129600,146500
Hamburg,L6,Machine-Learning-Engineer,MLE-000,HamburgMachine-Learning-EngineerL6,161400,185700,209900
Hamburg,L7,Machine-Learning-Engineer,MLE-000,HamburgMachine-Learning-EngineerL7,183500,211000,238500
